start_event_idx,end_event_idx,start_n,end_n,length_events,max_gap,sum_gap,mean_abs_y,branch_types
10256,10259,9654876,9655128,4,980,1232,2.832142,"{0: np.int64(3), 1: np.int64(1)}"
198,201,7682,8104,4,222,428,1.3506695,"{0: np.int64(3), 1: np.int64(1)}"
1536,1539,250030,251404,4,890,1376,2.83672375,"{0: np.int64(3), 1: np.int64(1)}"
5846,5849,3095084,3095472,4,293,508,2.7942454999999997,"{0: np.int64(3), 1: np.int64(1)}"
2899,2902,819793,820661,4,376,886,1.65063325,"{0: np.int64(3), 1: np.int64(1)}"
265,268,13527,13709,4,154,198,2.02226625,"{0: np.int64(3), 1: np.int64(1)}"
9624,9627,8467526,8478008,4,7711,10531,2.91659875,"{0: np.int64(3), 1: np.int64(1)}"
4587,4590,1733233,1735361,4,1854,3982,3.27924475,"{0: np.int64(3), 1: np.int64(1)}"
4667,4670,1763865,1764285,4,277,422,2.638722,"{0: np.int64(3), 1: np.int64(1)}"
1000,1003,99678,99736,4,196,254,2.46577075,"{0: np.int64(3), 1: np.int64(1)}"
10182,10185,9580100,9598716,4,14404,18884,3.357528,"{0: np.int64(3), 1: np.int64(1)}"
372,375,24334,24364,4,74,104,2.74177375,"{0: np.int64(3), 1: np.int64(1)}"
1750,1753,292738,294930,4,1646,2196,1.85152575,"{0: np.int64(3), 1: np.int64(1)}"
1742,1745,291556,292490,4,696,1002,1.86549125,"{0: np.int64(3), 1: np.int64(1)}"
5542,5545,2896324,2903236,4,6500,6938,2.7572254999999997,"{0: np.int64(3), 1: np.int64(1)}"
10600,10603,9837482,9841672,4,3756,4684,3.1036085,"{0: np.int64(3), 1: np.int64(1)}"
8107,8110,5593561,5601379,4,3913,8164,2.33779625,"{0: np.int64(3), 1: np.int64(1)}"
9806,9809,9181530,9182784,4,1916,3170,4.59156975,"{0: np.int64(3), 1: np.int64(1)}"
1936,1939,321746,323784,4,2007,2078,3.78970325,"{0: np.int64(3), 1: np.int64(1)}"
5562,5565,2908014,2909786,4,1179,2046,2.7502159999999995,"{0: np.int64(3), 1: np.int64(1)}"
1942,1945,324458,326168,4,1681,2382,5.14749575,"{0: np.int64(3), 1: np.int64(1)}"
890,893,89292,90566,4,537,1326,1.59644675,"{0: np.int64(3), 1: np.int64(1)}"
1948,1951,326734,328004,4,1013,1834,3.6839442499999997,"{0: np.int64(3), 1: np.int64(1)}"
3860,3863,1421746,1422344,4,317,736,2.70616425,"{0: np.int64(3), 1: np.int64(1)}"
6981,6984,5010283,5018163,4,6843,8294,3.527488,"{0: np.int64(3), 1: np.int64(1)}"
4463,4466,1699295,1700271,4,505,1440,2.9389925,"{0: np.int64(3), 1: np.int64(1)}"
510,513,30510,30548,4,29,46,1.577127,"{0: np.int64(3), 1: np.int64(1)}"
9200,9203,8122640,8125938,4,2735,4024,3.91257125,"{0: np.int64(3), 1: np.int64(1)}"
2712,2715,590666,623062,4,31892,32482,2.5925275,"{0: np.int64(3), 1: np.int64(1)}"
866,869,88062,88238,4,133,184,2.2718879999999997,"{0: np.int64(3), 1: np.int64(1)}"
2414,2417,551566,551822,4,179,260,2.420406,"{0: np.int64(3), 1: np.int64(1)}"
5084,5087,2487490,2495286,4,5558,7800,2.1557485,"{0: np.int64(3), 1: np.int64(1)}"
10384,10387,9688258,9691130,4,1286,4158,2.1562915,"{0: np.int64(3), 1: np.int64(1)}"
1235,1238,146893,148847,4,1854,2036,2.5623734999999996,"{0: np.int64(3), 1: np.int64(1)}"
8970,8973,7950524,7951268,4,482,1226,1.99969875,"{0: np.int64(3), 1: np.int64(1)}"
7621,7624,5328563,5343465,4,10613,15250,2.6007145,"{0: np.int64(3), 1: np.int64(1)}"
611,614,47021,49241,4,2060,2272,2.25888375,"{0: np.int64(3), 1: np.int64(1)}"
81,84,1307,1347,4,25,42,1.436151,"{0: np.int64(3), 1: np.int64(1)}"
5010,5013,2438510,2439868,4,731,2020,2.90475425,"{0: np.int64(3), 1: np.int64(1)}"
6497,6500,4367337,4369107,4,1701,1938,3.8477005,"{0: np.int64(3), 1: np.int64(1)}"
8952,8955,7942982,7945918,4,3406,6342,3.0073304999999997,"{0: np.int64(3), 1: np.int64(1)}"
8940,8943,7933032,7934518,4,1178,1846,2.28885175,"{0: np.int64(3), 1: np.int64(1)}"
9346,9349,8262314,8274148,4,9986,12398,2.39012275,"{0: np.int64(3), 1: np.int64(1)}"
7553,7556,5262649,5263169,4,1086,1606,4.34775575,"{0: np.int64(3), 1: np.int64(1)}"
2269,2272,519779,519863,4,60,144,2.28597325,"{0: np.int64(3), 1: np.int64(1)}"
8071,8074,5579471,5582085,4,1801,4050,2.86059875,"{0: np.int64(3), 1: np.int64(1)}"
149,152,4161,4495,4,254,356,1.3843335,"{0: np.int64(3), 1: np.int64(1)}"
1355,1358,169651,169841,4,179,196,2.4204060000000003,"{0: np.int64(3), 1: np.int64(1)}"
3320,3323,974580,976196,4,1253,1753,3.2200745,"{0: np.int64(3), 1: np.int64(1)}"
5684,5687,3015578,3020030,4,3337,4720,2.73183425,"{0: np.int64(3), 1: np.int64(1)}"
6517,6520,4371381,4372605,4,1005,1548,3.2830845,"{0: np.int64(3), 1: np.int64(1)}"
10316,10319,9669920,9670940,4,673,1188,3.08258575,"{0: np.int64(3), 1: np.int64(1)}"
9818,9821,9185726,9187534,4,1280,2452,2.8772735000000003,"{0: np.int64(3), 1: np.int64(1)}"
4316,4318,1624728,1626909,3,1341,2405,2.556313333333333,"{0: np.int64(2), 1: np.int64(1)}"
9567,9569,8434293,8435662,3,1302,1513,2.9006326666666666,"{0: np.int64(2), 1: np.int64(1)}"
1932,1934,321424,321705,3,165,286,1.8194336666666666,"{0: np.int64(2), 1: np.int64(1)}"
8228,8230,5672838,5673205,3,312,385,1.9143343333333334,"{0: np.int64(2), 1: np.int64(1)}"
9555,9557,8431403,8432950,3,1328,2875,2.6567096666666665,"{0: np.int64(2), 1: np.int64(1)}"
4312,4314,1623606,1624503,3,670,1035,2.1690926666666663,"{0: np.int64(2), 1: np.int64(1)}"
9577,9579,8437131,8437666,3,281,815,1.913125,"{0: np.int64(2), 1: np.int64(1)}"
9581,9583,8437753,8439484,3,1664,1817,2.638763,"{0: np.int64(2), 1: np.int64(1)}"
4308,4310,1622846,1623467,3,410,865,2.102259,"{0: np.int64(2), 1: np.int64(1)}"
8232,8234,5673310,5674079,3,767,873,4.197275666666667,"{0: np.int64(2), 1: np.int64(1)}"
4272,4274,1606498,1611681,3,4402,6311,3.041688666666667,"{0: np.int64(2), 1: np.int64(1)}"
8264,8266,5686706,5686965,3,316,575,2.315712,"{0: np.int64(2), 1: np.int64(1)}"
1843,1845,311661,312070,3,407,525,3.7748263333333334,"{0: np.int64(2), 1: np.int64(1)}"
8260,8262,5682728,5686389,3,2715,3663,2.9869506666666665,"{0: np.int64(2), 1: np.int64(1)}"
1847,1849,312073,312268,3,193,197,3.2774110000000003,"{0: np.int64(2), 1: np.int64(1)}"
8256,8258,5682464,5682725,3,257,353,3.2372863333333335,"{0: np.int64(2), 1: np.int64(1)}"
1851,1853,312271,313332,3,576,1063,2.1187026666666666,"{0: np.int64(2), 1: np.int64(1)}"
8252,8254,5681754,5682371,3,343,625,2.0207776666666666,"{0: np.int64(2), 1: np.int64(1)}"
8248,8250,5681484,5681745,3,239,447,2.6206283333333333,"{0: np.int64(2), 1: np.int64(1)}"
4324,4326,1629564,1633851,3,2349,4881,2.651359333333333,"{0: np.int64(2), 1: np.int64(1)}"
8244,8246,5678980,5681297,3,1759,2469,2.873547666666667,"{0: np.int64(2), 1: np.int64(1)}"
1859,1861,313623,314660,3,749,1061,2.524839333333333,"{0: np.int64(2), 1: np.int64(1)}"
4296,4298,1615730,1619347,3,2982,3797,2.666783,"{0: np.int64(2), 1: np.int64(1)}"
1871,1873,315011,315242,3,185,261,2.204023,"{0: np.int64(2), 1: np.int64(1)}"
8240,8242,5677624,5678827,3,749,1259,2.3731269999999998,"{0: np.int64(2), 1: np.int64(1)}"
8236,8238,5674082,5677567,3,3321,3487,3.7053920000000002,"{0: np.int64(2), 1: np.int64(1)}"
1878,1880,315472,315737,3,242,319,2.3986393333333336,"{0: np.int64(2), 1: np.int64(1)}"
4552,4554,1722988,1723673,3,683,868,4.1199476666666675,"{0: np.int64(2), 1: np.int64(1)}"
9596,9598,8453604,8462169,3,7724,10271,3.455572666666667,"{0: np.int64(2), 1: np.int64(1)}"
1908,1910,320562,320665,3,268,371,3.265226333333333,"{0: np.int64(2), 1: np.int64(1)}"
9617,9619,8467447,8467466,3,122,141,2.9716316666666667,"{0: np.int64(2), 1: np.int64(1)}"
9494,9496,8377844,8378335,3,489,493,3.8971923333333334,"{0: np.int64(2), 1: np.int64(1)}"
9490,9492,8377774,8377841,3,63,69,2.2999916666666667,"{0: np.int64(2), 1: np.int64(1)}"
2072,2074,461778,463215,3,6260,7697,4.824182333333334,"{0: np.int64(2), 1: np.int64(1)}"
2026,2028,367168,370989,3,3752,3851,2.7433479999999997,"{0: np.int64(2), 1: np.int64(1)}"
4350,4352,1650202,1657153,3,5544,6953,2.8734903333333333,"{0: np.int64(2), 1: np.int64(1)}"
8216,8218,5670762,5671783,3,1019,1239,4.386669,"{0: np.int64(2), 1: np.int64(1)}"
4392,4394,1681274,1681611,3,762,1099,4.192915333333333,"{0: np.int64(2), 1: np.int64(1)}"
8212,8214,5666260,5670543,3,3631,4285,3.3048273333333333,"{0: np.int64(2), 1: np.int64(1)}"
1815,1817,310455,310740,3,283,299,3.532582333333334,"{0: np.int64(2), 1: np.int64(1)}"
8196,8198,5665300,5665345,3,43,47,2.2764176666666667,"{0: np.int64(2), 1: np.int64(1)}"
8208,8210,5665582,5666257,3,671,677,3.877081333333333,"{0: np.int64(2), 1: np.int64(1)}"
8200,8202,5665348,5665563,3,213,217,3.3431456666666666,"{0: np.int64(2), 1: np.int64(1)}"
4372,4374,1669042,1672139,3,3063,4567,4.17598,"{0: np.int64(2), 1: np.int64(1)}"
2050,2052,386748,413251,3,26290,26725,3.419904666666666,"{0: np.int64(2), 1: np.int64(1)}"
8204,8206,5665566,5665579,3,11,15,1.3675476666666668,"{0: np.int64(2), 1: np.int64(1)}"
4364,4366,1660706,1662231,3,1488,1785,3.7349053333333333,"{0: np.int64(2), 1: np.int64(1)}"
4368,4370,1662728,1667571,3,4406,5339,2.8813359999999997,"{0: np.int64(2), 1: np.int64(1)}"
9456,9458,8348870,8349149,3,277,281,3.5182956666666665,"{0: np.int64(2), 1: np.int64(1)}"
9472,9474,8349588,8349659,3,69,73,2.5916883333333334,"{0: np.int64(2), 1: np.int64(1)}"
4328,4330,1634498,1637959,3,2438,4107,2.5996446666666664,"{0: np.int64(2), 1: np.int64(1)}"
9547,9549,8422913,8425578,3,2602,5267,2.9990506666666668,"{0: np.int64(2), 1: np.int64(1)}"
9419,9421,8302909,8303576,3,444,1111,2.1711563333333332,"{0: np.int64(2), 1: np.int64(1)}"
9535,9537,8392649,8394802,3,2019,2575,3.440958333333333,"{0: np.int64(2), 1: np.int64(1)}"
2096,2098,469556,470517,3,932,1016,2.705802333333333,"{0: np.int64(2), 1: np.int64(1)}"
9531,9533,8390519,8392226,3,1264,1813,2.380679,"{0: np.int64(2), 1: np.int64(1)}"
4434,4436,1690948,1691901,3,785,955,2.7358013333333333,"{0: np.int64(2), 1: np.int64(1)}"
4430,4432,1690940,1690945,3,3,7,0.501359,"{0: np.int64(2), 1: np.int64(1)}"
4426,4428,1690886,1690937,3,47,53,2.1046666666666667,"{0: np.int64(2), 1: np.int64(1)}"
4346,4348,1650126,1650199,3,71,79,2.6107373333333332,"{0: np.int64(2), 1: np.int64(1)}"
9423,9425,8303693,8306294,3,2450,2717,2.6012809999999997,"{0: np.int64(2), 1: np.int64(1)}"
9427,9429,8307113,8331046,3,19994,24751,3.301062333333333,"{0: np.int64(2), 1: np.int64(1)}"
4418,4420,1690452,1690679,3,198,231,1.7627553333333335,"{0: np.int64(2), 1: np.int64(1)}"
8162,8164,5636944,5639803,3,2196,2861,2.5647976666666668,"{0: np.int64(2), 1: np.int64(1)}"
8166,8168,5640536,5650343,3,9805,10539,5.896049666666666,"{0: np.int64(2), 1: np.int64(1)}"
4332,4334,1638774,1638939,3,814,979,4.094896333333333,"{0: np.int64(2), 1: np.int64(1)}"
8170,8172,5650346,5652531,3,1329,2187,2.5440313333333333,"{0: np.int64(2), 1: np.int64(1)}"
8220,8222,5671786,5672761,3,965,977,3.813890333333333,"{0: np.int64(2), 1: np.int64(1)}"
4342,4344,1640690,1650119,3,9413,9685,5.175701666666666,"{0: np.int64(2), 1: np.int64(1)}"
4422,4424,1690746,1690883,3,135,203,3.039134333333333,"{0: np.int64(2), 1: np.int64(1)}"
1416,1418,181648,181655,3,5,9,0.8419096666666667,"{0: np.int64(2), 1: np.int64(1)}"
7718,7720,5403490,5404929,3,1437,1441,4.615826333333334,"{0: np.int64(2), 1: np.int64(1)}"
7722,7724,5404932,5405243,3,309,313,3.591178333333333,"{0: np.int64(2), 1: np.int64(1)}"
7726,7728,5405246,5405723,3,475,479,3.8778276666666667,"{0: np.int64(2), 1: np.int64(1)}"
9889,9891,9220239,9226148,3,5907,6045,5.558212999999999,"{0: np.int64(2), 1: np.int64(1)}"
7742,7744,5408620,5408877,3,208,339,2.1224453333333333,"{0: np.int64(2), 1: np.int64(1)}"
7746,7748,5408948,5409169,3,217,291,3.1245,"{0: np.int64(2), 1: np.int64(1)}"
7750,7752,5409172,5409469,3,295,299,3.5602676666666664,"{0: np.int64(2), 1: np.int64(1)}"
7754,7756,5409472,5409725,3,251,255,3.452586333333333,"{0: np.int64(2), 1: np.int64(1)}"
9835,9837,9190699,9191726,3,862,1029,2.253085,"{0: np.int64(2), 1: np.int64(1)}"
4977,4979,2425441,2427342,3,981,1903,2.3175903333333334,"{0: np.int64(2), 1: np.int64(1)}"
4276,4278,1613150,1613455,3,1468,1773,4.279895333333333,"{0: np.int64(2), 1: np.int64(1)}"
4973,4975,2425099,2425438,3,335,482,3.4139889999999995,"{0: np.int64(2), 1: np.int64(1)}"
7764,7766,5409884,5410071,3,181,189,2.868411666666667,"{0: np.int64(2), 1: np.int64(1)}"
7768,7770,5410074,5410661,3,518,589,2.083325,"{0: np.int64(2), 1: np.int64(1)}"
1499,1501,244443,246360,3,1431,3081,2.7820163333333334,"{0: np.int64(2), 1: np.int64(1)}"
4937,4939,2401081,2403064,3,1728,2391,2.798242333333333,"{0: np.int64(2), 1: np.int64(1)}"
4921,4923,2392721,2394514,3,1648,1969,2.5982726666666665,"{0: np.int64(2), 1: np.int64(1)}"
7808,7810,5415128,5418845,3,2651,3719,2.9312386666666668,"{0: np.int64(2), 1: np.int64(1)}"
4907,4909,2390559,2390722,3,1408,1571,4.236030666666667,"{0: np.int64(2), 1: np.int64(1)}"
1527,1529,247447,248410,3,798,1103,2.2273693333333333,"{0: np.int64(2), 1: np.int64(1)}"
1531,1533,248677,250026,3,1326,1615,4.028642,"{0: np.int64(2), 1: np.int64(1)}"
1541,1543,251703,252188,3,483,783,3.888961666666667,"{0: np.int64(2), 1: np.int64(1)}"
1545,1547,252191,252474,3,242,285,1.829646,"{0: np.int64(2), 1: np.int64(1)}"
9824,9826,9188968,9189835,3,1432,2299,4.613502333333333,"{0: np.int64(2), 1: np.int64(1)}"
7654,7656,5386126,5386577,3,274,463,1.8710426666666666,"{0: np.int64(2), 1: np.int64(1)}"
7662,7664,5388260,5389411,3,576,1347,2.118702666666666,"{0: np.int64(2), 1: np.int64(1)}"
7666,7668,5389604,5391225,3,1617,1813,4.463453333333333,"{0: np.int64(2), 1: np.int64(1)}"
1322,1324,165452,165461,3,180,189,3.2309223333333335,"{0: np.int64(2), 1: np.int64(1)}"
7670,7672,5391228,5392049,3,617,823,2.5105393333333335,"{0: np.int64(2), 1: np.int64(1)}"
7674,7676,5392118,5393031,3,562,981,2.110501,"{0: np.int64(2), 1: np.int64(1)}"
7678,7680,5393220,5394155,3,550,1123,2.1033060000000003,"{0: np.int64(2), 1: np.int64(1)}"
7682,7684,5394340,5394963,3,510,807,2.403169,"{0: np.int64(2), 1: np.int64(1)}"
1336,1338,167018,168137,3,604,1219,2.1345246666666666,"{0: np.int64(2), 1: np.int64(1)}"
7686,7688,5395134,5395915,3,394,951,1.9921166666666668,"{0: np.int64(2), 1: np.int64(1)}"
1343,1345,169129,169542,3,409,611,3.547045333333333,"{0: np.int64(2), 1: np.int64(1)}"
1412,1414,181610,181645,3,33,37,2.0999556666666668,"{0: np.int64(2), 1: np.int64(1)}"
5076,5078,2487100,2487265,3,155,263,2.5947549999999997,"{0: np.int64(2), 1: np.int64(1)}"
7698,7700,5396538,5397291,3,695,819,3.009127,"{0: np.int64(2), 1: np.int64(1)}"
5061,5063,2472283,2473090,3,805,1359,4.229512333333333,"{0: np.int64(2), 1: np.int64(1)}"
7710,7712,5403294,5403353,3,57,61,2.4643183333333334,"{0: np.int64(2), 1: np.int64(1)}"
7714,7716,5403356,5403487,3,129,133,3.0088256666666666,"{0: np.int64(2), 1: np.int64(1)}"
1384,1386,175010,175513,3,501,841,3.9133549999999997,"{0: np.int64(2), 1: np.int64(1)}"
1388,1390,175516,176541,3,1021,1027,4.156927,"{0: np.int64(2), 1: np.int64(1)}"
1392,1394,176544,177049,3,415,507,2.5189156666666666,"{0: np.int64(2), 1: np.int64(1)}"
1396,1398,177080,178907,3,1803,1857,3.9387866666666667,"{0: np.int64(2), 1: np.int64(1)}"
1400,1402,178916,180153,3,1235,1245,4.514835333333333,"{0: np.int64(2), 1: np.int64(1)}"
1404,1406,180156,181547,3,1389,1393,4.593177,"{0: np.int64(2), 1: np.int64(1)}"
1408,1410,181550,181607,3,55,59,2.4405063333333334,"{0: np.int64(2), 1: np.int64(1)}"
5080,5082,2487270,2487485,3,207,219,2.8619983333333336,"{0: np.int64(2), 1: np.int64(1)}"
7962,7964,5490984,5491247,3,348,611,3.1585249999999996,"{0: np.int64(2), 1: np.int64(1)}"
7966,7968,5491322,5492015,3,691,767,4.127711,"{0: np.int64(2), 1: np.int64(1)}"
9675,9677,8725519,8738340,3,9920,22741,3.563038333333333,"{0: np.int64(2), 1: np.int64(1)}"
9671,9673,8677111,8715598,3,29756,42307,3.4335953333333333,"{0: np.int64(2), 1: np.int64(1)}"
8006,8008,5500242,5500439,3,1283,1480,4.540254999999999,"{0: np.int64(2), 1: np.int64(1)}"
8016,8018,5504804,5506839,3,1213,2929,2.4966546666666667,"{0: np.int64(2), 1: np.int64(1)}"
8020,8022,5507114,5517439,3,5415,10599,2.8982756666666667,"{0: np.int64(2), 1: np.int64(1)}"
1705,1707,284863,288398,3,3074,3629,2.676911666666667,"{0: np.int64(2), 1: np.int64(1)}"
1709,1711,289425,289596,3,1026,1197,3.2061170000000003,"{0: np.int64(2), 1: np.int64(1)}"
8024,8026,5519078,5530079,3,7499,12639,3.227986666666667,"{0: np.int64(2), 1: np.int64(1)}"
8028,8030,5531248,5531893,3,1168,1813,3.4730023333333335,"{0: np.int64(2), 1: np.int64(1)}"
1549,1551,252557,252788,3,159,313,1.953714,"{0: np.int64(2), 1: np.int64(1)}"
8032,8034,5532062,5536243,3,3376,4349,2.708149,"{0: np.int64(2), 1: np.int64(1)}"
8036,8038,5537370,5538939,3,1126,2695,2.675825666666667,"{0: np.int64(2), 1: np.int64(1)}"
1755,1757,295481,296184,3,550,1253,2.8268366666666664,"{0: np.int64(2), 1: np.int64(1)}"
1759,1761,296359,296804,3,360,619,2.439637333333333,"{0: np.int64(2), 1: np.int64(1)}"
1763,1765,296925,297712,3,434,907,2.0243480000000003,"{0: np.int64(2), 1: np.int64(1)}"
1775,1777,298543,300376,3,1035,1965,2.400735,"{0: np.int64(2), 1: np.int64(1)}"
4663,4665,1763805,1763862,3,55,59,2.4405063333333334,"{0: np.int64(2), 1: np.int64(1)}"
4659,4661,1761753,1763802,3,2047,3491,4.851704333333333,"{0: np.int64(2), 1: np.int64(1)}"
4638,4640,1743932,1744331,3,240,401,1.8268796666666667,"{0: np.int64(2), 1: np.int64(1)}"
1795,1797,305485,306886,3,1348,1573,3.1869273333333332,"{0: np.int64(2), 1: np.int64(1)}"
1807,1809,309707,309968,3,438,699,3.2457946666666673,"{0: np.int64(2), 1: np.int64(1)}"
1811,1813,310041,310440,3,359,471,2.692588333333333,"{0: np.int64(2), 1: np.int64(1)}"
9653,9655,8640127,8642656,3,2494,3849,5.027240333333334,"{0: np.int64(2), 1: np.int64(1)}"
1561,1563,253305,253776,3,469,688,3.8693526666666664,"{0: np.int64(2), 1: np.int64(1)}"
9743,9745,9118253,9119570,3,22162,23479,6.439706999999999,"{0: np.int64(2), 1: np.int64(1)}"
1591,1593,256033,256302,3,264,341,3.636801666666667,"{0: np.int64(2), 1: np.int64(1)}"
7848,7850,5443912,5447151,3,3148,4205,4.2597103333333335,"{0: np.int64(2), 1: np.int64(1)}"
7855,7857,5448595,5448782,3,185,285,3.249188,"{0: np.int64(2), 1: np.int64(1)}"
1607,1609,258191,259938,3,1110,1825,2.3373720000000002,"{0: np.int64(2), 1: np.int64(1)}"
7882,7884,5464800,5465515,3,711,913,3.915683333333334,"{0: np.int64(2), 1: np.int64(1)}"
7886,7888,5465518,5466731,3,1147,1215,3.3000516666666666,"{0: np.int64(2), 1: np.int64(1)}"
7890,7892,5466754,5467919,3,716,1187,2.1912263333333333,"{0: np.int64(2), 1: np.int64(1)}"
7894,7896,5468160,5469657,3,1124,1737,2.341549666666667,"{0: np.int64(2), 1: np.int64(1)}"
7898,7900,5470034,5471987,3,1951,2329,4.819682333333334,"{0: np.int64(2), 1: np.int64(1)}"
7958,7960,5489416,5490635,3,1040,1329,2.3156583333333334,"{0: np.int64(2), 1: np.int64(1)}"
7910,7912,5472402,5473359,3,936,969,2.2805386666666667,"{0: np.int64(2), 1: np.int64(1)}"
4801,4803,1898795,1901637,3,2769,2848,2.6420803333333334,{0: np.int64(3)}
7938,7940,5485128,5485239,3,106,147,2.8705336666666668,"{0: np.int64(2), 1: np.int64(1)}"
7942,7944,5485276,5485379,3,101,139,2.845698,"{0: np.int64(2), 1: np.int64(1)}"
1651,1653,264487,265970,3,1172,1591,2.355489,"{0: np.int64(2), 1: np.int64(1)}"
7946,7948,5485382,5488555,3,3171,3175,5.143485666666667,"{0: np.int64(2), 1: np.int64(1)}"
4783,4785,1877025,1878814,3,1784,2067,5.174326333333333,"{0: np.int64(2), 1: np.int64(1)}"
9695,9697,8806627,8807222,3,348,809,1.9507339999999997,"{0: np.int64(2), 1: np.int64(1)}"
9691,9693,8776837,8806412,3,28935,30112,4.694715333333334,"{0: np.int64(2), 1: np.int64(1)}"
1663,1665,268051,269390,3,1124,1451,2.341549666666667,"{0: np.int64(2), 1: np.int64(1)}"
1667,1669,269767,270564,3,500,1173,2.228774,"{0: np.int64(2), 1: np.int64(1)}"
7950,7952,5488558,5488933,3,255,377,2.0983449999999997,"{0: np.int64(2), 1: np.int64(1)}"
7906,7908,5471996,5472389,3,359,395,2.746761333333333,"{0: np.int64(2), 1: np.int64(1)}"
8498,8500,5771200,5771205,3,3,7,0.501359,"{0: np.int64(2), 1: np.int64(1)}"
2731,2733,638391,638881,3,435,492,2.0251153333333334,{0: np.int64(3)}
3814,3816,1414346,1415283,3,1001,1938,4.374787333333334,"{0: np.int64(2), 1: np.int64(1)}"
3807,3809,1412697,1413178,3,2788,3269,4.826621666666667,"{0: np.int64(2), 1: np.int64(1)}"
9155,9157,8059999,8060193,3,536,730,3.144258,{0: np.int64(3)}
2761,2763,673349,678556,3,5104,7623,4.949353333333334,"{0: np.int64(2), 1: np.int64(1)}"
8520,8522,5785256,5786885,3,1625,1961,4.466743999999999,"{0: np.int64(2), 1: np.int64(1)}"
8524,8526,5786888,5786909,3,15,23,1.2081136666666668,"{0: np.int64(2), 1: np.int64(1)}"
8528,8530,5786912,5787531,3,615,621,3.818983333333333,"{0: np.int64(2), 1: np.int64(1)}"
9125,9127,8042569,8043783,3,1139,1486,3.2048446666666663,{0: np.int64(3)}
3654,3656,1121824,1124991,3,3152,4725,5.780669333333333,"{0: np.int64(2), 1: np.int64(1)}"
8665,8667,6257757,6272226,3,14444,15459,5.645231,"{0: np.int64(2), 1: np.int64(1)}"
7658,7660,5386670,5388063,3,809,1485,2.3405656666666665,"{0: np.int64(2), 1: np.int64(1)}"
3581,3583,1032535,1032560,3,23,27,1.8592803333333332,"{0: np.int64(2), 1: np.int64(1)}"
3562,3564,1021332,1021556,3,191,226,1.7507576666666669,{0: np.int64(3)}
3539,3541,1019285,1020132,3,845,849,4.261841666666666,"{0: np.int64(2), 1: np.int64(1)}"
3535,3537,1018317,1019282,3,963,967,4.348986333333333,"{0: np.int64(2), 1: np.int64(1)}"
3531,3533,1018119,1018314,3,193,197,3.2774110000000003,"{0: np.int64(2), 1: np.int64(1)}"
3527,3529,1017403,1018116,3,711,715,4.1467323333333335,"{0: np.int64(2), 1: np.int64(1)}"
3523,3525,1017365,1017400,3,33,55,2.0999556666666668,"{0: np.int64(2), 1: np.int64(1)}"
3519,3521,1017169,1017344,3,115,177,1.7985066666666665,"{0: np.int64(2), 1: np.int64(1)}"
3515,3517,1016677,1017166,3,485,491,3.660668,"{0: np.int64(2), 1: np.int64(1)}"
3511,3513,1016655,1016674,3,17,21,1.6577596666666665,"{0: np.int64(2), 1: np.int64(1)}"
3507,3509,1016593,1016652,3,57,61,2.4643183333333334,"{0: np.int64(2), 1: np.int64(1)}"
3503,3505,1015889,1016590,3,699,703,4.135385,"{0: np.int64(2), 1: np.int64(1)}"
9067,9069,8009179,8010068,3,699,917,2.617426,"{0: np.int64(2), 1: np.int64(1)}"
8442,8444,5746698,5746719,3,226,247,3.1515919999999995,"{0: np.int64(2), 1: np.int64(1)}"
2584,2586,565354,566963,3,1036,2033,2.314374,"{0: np.int64(2), 1: np.int64(1)}"
2588,2590,567310,567955,3,389,991,2.1273273333333336,"{0: np.int64(2), 1: np.int64(1)}"
2592,2594,568042,568955,3,909,999,4.079465333333334,"{0: np.int64(2), 1: np.int64(1)}"
2596,2598,568958,568991,3,29,35,1.7827656666666665,"{0: np.int64(2), 1: np.int64(1)}"
2600,2602,568994,569119,3,123,127,2.977073666666666,"{0: np.int64(2), 1: np.int64(1)}"
2604,2606,569122,569249,3,79,129,1.622565,"{0: np.int64(2), 1: np.int64(1)}"
